"cycle","variable_name","variable_label","has_value_labels","n_value_labels"
"2010-2011","WTMDTO","# days wait - diag. test - done - (D)",TRUE,4
"2013-2014","WTMDTO","# days wait - diag. test - done - (D)",TRUE,4
"2013-2014","WTMG06B","Diff. - getting referral/appt. - (G)",TRUE,6
"2013-2014","WTMG06M","Diff. - other - (G)",TRUE,6
"2013-2014","WTMG10","Respondent's opinion of waiting time - (",TRUE,6
"2013-2014","WTMG13C","Visit cancelled/postponed - respondent /",TRUE,6
"2013-2014","WTMG15F","Life affected by wait - loss of work / i",TRUE,6
"2013-2014","WTMG15K","Life affected by wait - health improved",TRUE,6
"2013-2014","WTMG20N","Diff. - other - (G)",TRUE,6
"2013-2014","WTMG24","Respondent's opinion of waiting time - (",TRUE,6
"2013-2014","WTMG27C","Surgery cancelled/postponed - surgeon /",TRUE,6
"2013-2014","WTMG27D","Surgery cancelled/postponed - respondent",TRUE,6
"2013-2014","WTMG29B","Life affected by wait - worry / worry fo",TRUE,6
"2013-2014","WTMG29L","Life affected by wait - other - (G)",TRUE,6
"2013-2014","WTMG37M","What type of difficulties did you experi",TRUE,6
"2013-2014","WTMG40","Respondent's opinion of waiting time - (",TRUE,6
"2013-2014","WTMG43","Test cancelled or postponed by - (G)",TRUE,6
"2013-2014","WTMG45F","Life affected by wait - lost work/income",TRUE,6
"2013-2014","WTMG45L","Life affected by wait - other - (G)",TRUE,6
"2010-2011","WTM_01","Required visit to medical specialist",TRUE,6
"2013-2014","WTM_01","Required visit to medical specialist",TRUE,6
"2010-2011","WTM_02","Req. vis. med. spec. - type of condition",TRUE,13
"2013-2014","WTM_02","Req. vis. med. spec. - type of condition",TRUE,13
"2010-2011","WTM_03","Person who referred resp. to med. spec.",TRUE,8
"2013-2014","WTM_03","Person who referred resp. to med. spec.",TRUE,8
"2010-2011","WTM_04","Already visited the medical specialist",TRUE,6
"2013-2014","WTM_04","Already visited the medical specialist",TRUE,6
"2010-2011","WTM_05","Difficulty seeing medical specialist",TRUE,6
"2013-2014","WTM_05","Difficulty seeing medical specialist",TRUE,6
"2010-2011","WTM_06A","Diff. - getting referral",TRUE,6
"2010-2011","WTM_06B","Diff. - getting an appointment",TRUE,6
"2010-2011","WTM_06C","Diff. - no specialists in area",TRUE,6
"2010-2011","WTM_06D","Diff. - waited too long for appointment",TRUE,6
"2013-2014","WTM_06D","Diff. - waited too long for appointment",TRUE,6
"2010-2011","WTM_06E","Diff. - waited too long to see doc.",TRUE,6
"2013-2014","WTM_06E","Diff. - waited too long to see doc.",TRUE,6
"2010-2011","WTM_06F","Diff. - transportation",TRUE,6
"2013-2014","WTM_06F","Diff. - transportation",TRUE,6
"2010-2011","WTM_06G","Diff. - language",TRUE,6
"2013-2014","WTM_06G","Diff. - language",TRUE,6
"2010-2011","WTM_06H","Diff. - cost",TRUE,6
"2013-2014","WTM_06H","Diff. - cost",TRUE,6
"2010-2011","WTM_06I","Diff. - pers./family responsibilities",TRUE,6
"2013-2014","WTM_06I","Diff. - pers./family responsibilities",TRUE,6
"2010-2011","WTM_06J","Diff. - deterioration of health",TRUE,6
"2013-2014","WTM_06J","Diff. - deterioration of health",TRUE,6
"2010-2011","WTM_06K","Diff. - appointment cancelled/deferred",TRUE,6
"2010-2011","WTM_06L","Diff. - unable leave house/health",TRUE,6
"2013-2014","WTM_06L","Diff. - unable leave house/health",TRUE,6
"2010-2011","WTM_06M","Diff. - other",TRUE,6
"2010-2011","WTM_07A","Length of wait to see specialist",TRUE,4
"2013-2014","WTM_07A","Length of wait to see specialist",TRUE,4
"2010-2011","WTM_07B","Length of wait to see specialist - unit",TRUE,7
"2013-2014","WTM_07B","Length of wait to see specialist - unit",TRUE,7
"2010-2011","WTM_08A","Length of time been waiting to see spec.",TRUE,4
"2013-2014","WTM_08A","Length of time been waiting to see spec.",TRUE,4
"2010-2011","WTM_08B","Length of time waiting/see spec. - unit",TRUE,7
"2013-2014","WTM_08B","Length of time waiting/see spec. - unit",TRUE,7
"2010-2011","WTM_10","Respondent's opinion of waiting time",TRUE,7
"2010-2011","WTM_11A","Acceptable waiting time",TRUE,4
"2013-2014","WTM_11A","Acceptable waiting time",TRUE,4
"2010-2011","WTM_11B","Acceptable waiting time - unit",TRUE,7
"2013-2014","WTM_11B","Acceptable waiting time - unit",TRUE,7
"2010-2011","WTM_12","Visit to specialist cancelled/postponed",TRUE,6
"2013-2014","WTM_12","Visit to specialist cancelled/postponed",TRUE,6
"2010-2011","WTM_13A","Visit cancelled/postponed - respondent",TRUE,6
"2010-2011","WTM_13B","Visit cancelled/postponed - specialist",TRUE,6
"2013-2014","WTM_13B","Visit cancelled/postponed - specialist",TRUE,6
"2010-2011","WTM_13C","Visit cancelled/postponed - other",TRUE,6
"2010-2011","WTM_14","Life affected by wait/spec.",TRUE,6
"2013-2014","WTM_14","Life affected by wait/spec.",TRUE,6
"2010-2011","WTM_15A","Life affected by wait - worry",TRUE,6
"2013-2014","WTM_15A","Life affected by wait - worry",TRUE,6
"2010-2011","WTM_15B","Life affected by wait - worry for family",TRUE,6
"2013-2014","WTM_15B","Life affected by wait - worry for family",TRUE,6
"2010-2011","WTM_15C","Life affected by wait - pain",TRUE,6
"2013-2014","WTM_15C","Life affected by wait - pain",TRUE,6
"2010-2011","WTM_15D","Life affected by wait - prob. daily act.",TRUE,6
"2013-2014","WTM_15D","Life affected by wait - prob. daily act.",TRUE,6
"2010-2011","WTM_15E","Life affected by wait - loss of work",TRUE,6
"2010-2011","WTM_15F","Life affected by wait - loss of income",TRUE,6
"2010-2011","WTM_15G","Life affected by wait - incr. dependence",TRUE,6
"2013-2014","WTM_15G","Life affected by wait - incr. dependence",TRUE,6
"2010-2011","WTM_15H","Life affected by wait - incr. use med.",TRUE,6
"2013-2014","WTM_15H","Life affected by wait - incr. use med.",TRUE,6
"2010-2011","WTM_15I","Life affected by wait - health deter.",TRUE,6
"2013-2014","WTM_15I","Life affected by wait - health deter.",TRUE,6
"2010-2011","WTM_15J","Life affected by wait - health improved",TRUE,6
"2010-2011","WTM_15K","Life affected by wait - pers. rel.",TRUE,6
"2010-2011","WTM_15L","Life affected by wait - other",TRUE,6
"2013-2014","WTM_15L","Life affected by wait - other",TRUE,6
"2010-2011","WTM_17","Already had the surgery",TRUE,6
"2013-2014","WTM_17","Already had the surgery",TRUE,6
"2010-2011","WTM_18","Surgery required overnight hospital stay",TRUE,6
"2013-2014","WTM_18","Surgery required overnight hospital stay",TRUE,6
"2010-2011","WTM_19","Diff. getting this surgery",TRUE,6
"2013-2014","WTM_19","Diff. getting this surgery",TRUE,6
"2010-2011","WTM_20A","Diff. - getting an appointment",TRUE,6
"2010-2011","WTM_20B","Diff. - getting a diagnosis",TRUE,6
"2010-2011","WTM_20C","Diff. - wait too long for diag. test",TRUE,6
"2010-2011","WTM_20D","Diff. - waited too long for hosp. bed",TRUE,6
"2010-2011","WTM_20E","Diff. - waited too long/surgery",TRUE,6
"2013-2014","WTM_20E","Diff. - waited too long/surgery",TRUE,6
"2010-2011","WTM_20F","Diff. - service not available/area",TRUE,6
"2010-2011","WTM_20G","Diff. - transportation",TRUE,6
"2010-2011","WTM_20H","Diff. - language",TRUE,6
"2013-2014","WTM_20H","Diff. - language",TRUE,6
"2010-2011","WTM_20I","Diff. - cost",TRUE,6
"2010-2011","WTM_20J","Diff. - pers./family responsibilities",TRUE,6
"2013-2014","WTM_20J","Diff. - pers./family responsibilities",TRUE,6
"2010-2011","WTM_20K","Diff. - deterioration of health",TRUE,6
"2013-2014","WTM_20K","Diff. - deterioration of health",TRUE,6
"2010-2011","WTM_20L","Diff. - appt. cancelled/deferred",TRUE,6
"2010-2011","WTM_20M","Diff. - unable leave house/health",TRUE,6
"2013-2014","WTM_20M","Diff. - unable leave house/health",TRUE,6
"2010-2011","WTM_20N","Diff. - other",TRUE,6
"2010-2011","WTM_21A","Length of wait/surgery",TRUE,4
"2013-2014","WTM_21A","Length of wait/surgery",TRUE,4
"2010-2011","WTM_21B","Length of wait/surgery - unit",TRUE,7
"2013-2014","WTM_21B","Length of wait/surgery - unit",TRUE,7
"2010-2011","WTM_22","Surg. will require overnight hosp. stay",TRUE,6
"2013-2014","WTM_22","Surg. will require overnight hosp. stay",TRUE,6
"2010-2011","WTM_23A","Time since decision/have surgery",TRUE,4
"2013-2014","WTM_23A","Time since decision/have surgery",TRUE,4
"2010-2011","WTM_23B","Time since decision/have surgery - unit",TRUE,7
"2013-2014","WTM_23B","Time since decision/have surgery - unit",TRUE,7
"2010-2011","WTM_24","Respondent's opinion of waiting time",TRUE,7
"2010-2011","WTM_25A","Acceptable waiting time",TRUE,4
"2013-2014","WTM_25A","Acceptable waiting time",TRUE,4
"2010-2011","WTM_25B","Acceptable waiting time - unit",TRUE,7
"2013-2014","WTM_25B","Acceptable waiting time - unit",TRUE,7
"2010-2011","WTM_26","Surgery cancelled or postponed",TRUE,6
"2013-2014","WTM_26","Surgery cancelled or postponed",TRUE,6
"2010-2011","WTM_27A","Surgery cancelled/postponed - respondent",TRUE,6
"2010-2011","WTM_27B","Surgery cancelled/postponed - surgeon",TRUE,6
"2010-2011","WTM_27C","Surgery cancelled/postponed - hospital",TRUE,6
"2010-2011","WTM_27D","Surgery cancelled/postponed - other",TRUE,6
"2010-2011","WTM_28","Life affected by wait for surgery",TRUE,6
"2013-2014","WTM_28","Life affected by wait for surgery",TRUE,6
"2010-2011","WTM_29A","Life affected by wait - worry",TRUE,6
"2010-2011","WTM_29B","Life affected by wait - worry/family",TRUE,6
"2010-2011","WTM_29C","Life affected by wait - pain",TRUE,6
"2013-2014","WTM_29C","Life affected by wait - pain",TRUE,6
"2010-2011","WTM_29D","Life affected by wait - prob. daily act.",TRUE,6
"2013-2014","WTM_29D","Life affected by wait - prob. daily act.",TRUE,6
"2010-2011","WTM_29E","Life affected by wait - loss of work",TRUE,6
"2010-2011","WTM_29F","Life affected by wait - loss of income",TRUE,6
"2013-2014","WTM_29F","Life affected by wait - loss of income",TRUE,6
"2010-2011","WTM_29G","Life affected by wait - incr. dependence",TRUE,6
"2010-2011","WTM_29H","Life affected by wait - incr. use med.",TRUE,6
"2010-2011","WTM_29I","Life affected by wait - health deter.",TRUE,6
"2013-2014","WTM_29I","Life affected by wait - health deter.",TRUE,6
"2010-2011","WTM_29J","Life affected by wait - health improved",TRUE,6
"2013-2014","WTM_29J","Life affected by wait - health improved",TRUE,6
"2010-2011","WTM_29K","Life affected by wait - pers. rel.",TRUE,6
"2010-2011","WTM_29L","Life affected by wait - other",TRUE,6
"2010-2011","WTM_30","Type of diagnostic test required",TRUE,7
"2013-2014","WTM_30","Type of diagnostic test required",TRUE,7
"2010-2011","WTM_31","Required diag. test - type of condition",TRUE,9
"2013-2014","WTM_31","Required diag. test - type of condition",TRUE,9
"2010-2011","WTM_32","Already had diagnostic test",TRUE,6
"2013-2014","WTM_32","Already had diagnostic test",TRUE,6
"2010-2011","WTM_33","Location of test",TRUE,8
"2013-2014","WTM_33","Location of test",TRUE,8
"2010-2011","WTM_34","Location of clinic",TRUE,7
"2010-2011","WTM_35","Patient in hospital at time of test",TRUE,6
"2013-2014","WTM_35","Patient in hospital at time of test",TRUE,6
"2010-2011","WTM_36","Diff. getting diagnostic test",TRUE,6
"2013-2014","WTM_36","Diff. getting diagnostic test",TRUE,6
"2010-2011","WTM_37A","Diff. - getting referral",TRUE,6
"2013-2014","WTM_37A","Diff. - getting referral",TRUE,6
"2010-2011","WTM_37B","Diff. - getting an appointment",TRUE,6
"2010-2011","WTM_37C","Diff. - waited too long to get an appt.",TRUE,6
"2013-2014","WTM_37C","Diff. - waited too long to get an appt.",TRUE,6
"2010-2011","WTM_37D","Diff. - waited too long/get test",TRUE,6
"2010-2011","WTM_37E","Diff. - service not avail./time required",TRUE,6
"2013-2014","WTM_37E","Diff. - service not avail./time required",TRUE,6
"2010-2011","WTM_37F","Diff. - service not available/area",TRUE,6
"2010-2011","WTM_37G","Diff. - transportation",TRUE,6
"2013-2014","WTM_37G","Diff. - transportation",TRUE,6
"2010-2011","WTM_37H","Diff. - language",TRUE,6
"2013-2014","WTM_37H","Diff. - language",TRUE,6
"2010-2011","WTM_37I","Diff. - cost",TRUE,6
"2013-2014","WTM_37I","Diff. - cost",TRUE,6
"2010-2011","WTM_37J","Diff. - deterioration of health",TRUE,6
"2013-2014","WTM_37J","Diff. - deterioration of health",TRUE,6
"2010-2011","WTM_37K","Diff. - did not know where to go",TRUE,6
"2013-2014","WTM_37K","Diff. - did not know where to go",TRUE,6
"2010-2011","WTM_37L","Diff. - unable leave house/health",TRUE,6
"2013-2014","WTM_37L","Diff. - unable leave house/health",TRUE,6
"2010-2011","WTM_37M","Diff. - other",TRUE,6
"2010-2011","WTM_38A","Length of wait / test",TRUE,4
"2013-2014","WTM_38A","Length of wait / test",TRUE,4
"2010-2011","WTM_38B","Lgth wait decision and test - unit",TRUE,7
"2013-2014","WTM_38B","Lgth wait decision and test - unit",TRUE,7
"2010-2011","WTM_39A","Length of time been waiting/diag. test",TRUE,4
"2013-2014","WTM_39A","Length of time been waiting/diag. test",TRUE,4
"2010-2011","WTM_39B","Lgth time been waiting for test - unit",TRUE,7
"2013-2014","WTM_39B","Lgth time been waiting for test - unit",TRUE,7
"2010-2011","WTM_40","Respondent's opinion of waiting time",TRUE,7
"2010-2011","WTM_41A","Acceptable waiting time",TRUE,4
"2013-2014","WTM_41A","Acceptable waiting time",TRUE,4
"2010-2011","WTM_41B","Acceptable waiting time - unit",TRUE,7
"2013-2014","WTM_41B","Acceptable waiting time - unit",TRUE,7
"2010-2011","WTM_42","Test cancelled or postponed",TRUE,6
"2013-2014","WTM_42","Test cancelled or postponed",TRUE,6
"2010-2011","WTM_43","Test cancelled or postponed by",TRUE,9
"2010-2011","WTM_44","Life affected by wait/test",TRUE,6
"2013-2014","WTM_44","Life affected by wait/test",TRUE,6
"2010-2011","WTM_45A","Life affected by wait - worry",TRUE,6
"2013-2014","WTM_45A","Life affected by wait - worry",TRUE,6
"2010-2011","WTM_45B","Life affected by wait - worry for family",TRUE,6
"2013-2014","WTM_45B","Life affected by wait - worry for family",TRUE,6
"2010-2011","WTM_45C","Life affected by wait - pain",TRUE,6
"2013-2014","WTM_45C","Life affected by wait - pain",TRUE,6
"2010-2011","WTM_45D","Life affected by wait - prob. daily act.",TRUE,6
"2013-2014","WTM_45D","Life affected by wait - prob. daily act.",TRUE,6
"2010-2011","WTM_45E","Life affected by wait - loss of work",TRUE,6
"2010-2011","WTM_45F","Life affected by wait - loss of income",TRUE,6
"2010-2011","WTM_45G","Life affected by wait - incr. dependence",TRUE,6
"2010-2011","WTM_45H","Life affected by wait-incr. use med.",TRUE,6
"2010-2011","WTM_45I","Life affected by wait - health deter.",TRUE,6
"2013-2014","WTM_45I","Life affected by wait - health deter.",TRUE,6
"2010-2011","WTM_45J","Life affected by wait - health improved",TRUE,6
"2010-2011","WTM_45K","Life affected by wait - pers. rel.",TRUE,6
"2010-2011","WTM_45L","Life affected by wait - other",TRUE,6
"2010-2011","WTS_M","Weights - Master",FALSE,0
"2013-2014","WTS_M","Weights - Master",FALSE,0
"2010-2011","YCCHS",NA,FALSE,0
"2013-2014","YSMG1","Source of cigarettes - (G)",TRUE,7
"2013-2014","YSM_3","Age asked when buying cig. in store",TRUE,6
"2013-2014","YSM_5","Asked a stranger to buy cigarettes",TRUE,6
