"cycle","variable_name","value_code","value_label"
"2010-2011","DOMAM",1,"YES"
"2010-2011","DOMAM",2,"NO"
"2010-2011","DOMAM",6,"NOT APPLICABLE"
"2010-2011","DOMAM",7,"DON'T KNOW"
"2010-2011","DOMAM",8,"REFUSAL"
"2010-2011","DOMAM",9,"NOT STATED"
"2013-2014","DOMAM",1,"YES"
"2013-2014","DOMAM",2,"NO"
"2013-2014","DOMAM",6,"NOT APPLICABLE"
"2013-2014","DOMAM",7,"DON'T KNOW"
"2013-2014","DOMAM",8,"REFUSAL"
"2013-2014","DOMAM",9,"NOT STATED"
"2010-2011","DOMAS",1,"YES"
"2010-2011","DOMAS",2,"NO"
"2010-2011","DOMAS",6,"NOT APPLICABLE"
"2010-2011","DOMAS",7,"DON'T KNOW"
"2010-2011","DOMAS",8,"REFUSAL"
"2010-2011","DOMAS",9,"NOT STATED"
"2013-2014","DOMDB",1,"YES"
"2013-2014","DOMDB",2,"NO"
"2013-2014","DOMDB",6,"NOT APPLICABLE"
"2013-2014","DOMDB",7,"DON'T KNOW"
"2013-2014","DOMDB",8,"REFUSAL"
"2013-2014","DOMDB",9,"NOT STATED"
"2013-2014","DOMEX",1,"YES"
"2013-2014","DOMEX",2,"NO"
"2013-2014","DOMEX",6,"NOT APPLICABLE"
"2013-2014","DOMEX",7,"DON'T KNOW"
"2013-2014","DOMEX",8,"REFUSAL"
"2013-2014","DOMEX",9,"NOT STATED"
"2010-2011","DOMXA",1,"YES"
"2010-2011","DOMXA",2,"NO"
"2010-2011","DOMXA",6,"NOT APPLICABLE"
"2010-2011","DOMXA",7,"DON'T KNOW"
"2010-2011","DOMXA",8,"REFUSAL"
"2010-2011","DOMXA",9,"NOT STATED"
"2013-2014","DOMXA",1,"YES"
"2013-2014","DOMXA",2,"NO"
"2013-2014","DOMXA",6,"NOT APPLICABLE"
"2013-2014","DOMXA",7,"DON'T KNOW"
"2013-2014","DOMXA",8,"REFUSAL"
"2013-2014","DOMXA",9,"NOT STATED"
"2010-2011","DOMXS",1,"YES"
"2010-2011","DOMXS",2,"NO"
"2010-2011","DOMXS",6,"NOT APPLICABLE"
"2010-2011","DOMXS",7,"DON'T KNOW"
"2010-2011","DOMXS",8,"REFUSAL"
"2010-2011","DOMXS",9,"NOT STATED"
"2013-2014","DOMXS",1,"YES"
"2013-2014","DOMXS",2,"NO"
"2013-2014","DOMXS",6,"NOT APPLICABLE"
"2013-2014","DOMXS",7,"DON'T KNOW"
"2013-2014","DOMXS",8,"REFUSAL"
"2013-2014","DOMXS",9,"NOT STATED"
"2010-2011","DONEU",1,"YES"
"2010-2011","DONEU",2,"NO"
"2010-2011","DONEU",6,"NOT APPLICABLE"
"2010-2011","DONEU",7,"DON'T KNOW"
"2010-2011","DONEU",8,"REFUSAL"
"2010-2011","DONEU",9,"NOT STATED"
"2013-2014","DOOH1",1,"YES"
"2013-2014","DOOH1",2,"NO"
"2013-2014","DOOH1",6,"NOT APPLICABLE"
"2013-2014","DOOH1",7,"DON'T KNOW"
"2013-2014","DOOH1",8,"REFUSAL"
"2013-2014","DOOH1",9,"NOT STATED"
"2010-2011","DOOH2",1,"YES"
"2010-2011","DOOH2",2,"NO"
"2010-2011","DOOH2",6,"NOT APPLICABLE"
"2010-2011","DOOH2",7,"DON'T KNOW"
"2010-2011","DOOH2",8,"REFUSAL"
"2010-2011","DOOH2",9,"NOT STATED"
"2013-2014","DOOH2",1,"YES"
"2013-2014","DOOH2",2,"NO"
"2013-2014","DOOH2",6,"NOT APPLICABLE"
"2013-2014","DOOH2",7,"DON'T KNOW"
"2013-2014","DOOH2",8,"REFUSAL"
"2013-2014","DOOH2",9,"NOT STATED"
"2010-2011","DOORG",1,"YES"
"2010-2011","DOORG",2,"NO"
"2010-2011","DOORG",6,"NOT APPLICABLE"
"2010-2011","DOORG",7,"DON'T KNOW"
"2010-2011","DOORG",8,"REFUSAL"
"2010-2011","DOORG",9,"NOT STATED"
"2010-2011","DOPAF",1,"YES"
"2010-2011","DOPAF",2,"NO"
"2010-2011","DOPAF",6,"NOT APPLICABLE"
"2010-2011","DOPAF",7,"DON'T KNOW"
"2010-2011","DOPAF",8,"REFUSAL"
"2010-2011","DOPAF",9,"NOT STATED"
"2010-2011","DOPAP",1,"YES"
"2010-2011","DOPAP",2,"NO"
"2010-2011","DOPAP",6,"NOT APPLICABLE"
"2010-2011","DOPAP",7,"DON'T KNOW"
"2010-2011","DOPAP",8,"REFUSAL"
"2010-2011","DOPAP",9,"NOT STATED"
"2013-2014","DOPAP",1,"YES"
"2013-2014","DOPAP",2,"NO"
"2013-2014","DOPAP",6,"NOT APPLICABLE"
"2013-2014","DOPAP",7,"DON'T KNOW"
"2013-2014","DOPAP",8,"REFUSAL"
"2013-2014","DOPAP",9,"NOT STATED"
"2010-2011","DOPAS",1,"YES"
"2010-2011","DOPAS",2,"NO"
"2010-2011","DOPAS",6,"NOT APPLICABLE"
"2010-2011","DOPAS",7,"DON'T KNOW"
"2010-2011","DOPAS",8,"REFUSAL"
"2010-2011","DOPAS",9,"NOT STATED"
"2013-2014","DOPAS",1,"YES"
"2013-2014","DOPAS",2,"NO"
"2013-2014","DOPAS",6,"NOT APPLICABLE"
"2013-2014","DOPAS",7,"DON'T KNOW"
"2013-2014","DOPAS",8,"REFUSAL"
"2013-2014","DOPAS",9,"NOT STATED"
"2010-2011","DOPSA",1,"YES"
"2010-2011","DOPSA",2,"NO"
"2010-2011","DOPSA",6,"NOT APPLICABLE"
"2010-2011","DOPSA",7,"DON'T KNOW"
"2010-2011","DOPSA",8,"REFUSAL"
"2010-2011","DOPSA",9,"NOT STATED"
"2013-2014","DOPSA",1,"YES"
"2013-2014","DOPSA",2,"NO"
"2013-2014","DOPSA",6,"NOT APPLICABLE"
"2013-2014","DOPSA",7,"DON'T KNOW"
"2013-2014","DOPSA",8,"REFUSAL"
"2013-2014","DOPSA",9,"NOT STATED"
"2010-2011","DOPSC",1,"YES"
"2010-2011","DOPSC",2,"NO"
"2010-2011","DOPSC",6,"NOT APPLICABLE"
"2010-2011","DOPSC",7,"DON'T KNOW"
"2010-2011","DOPSC",8,"REFUSAL"
"2010-2011","DOPSC",9,"NOT STATED"
"2013-2014","DOPSC",1,"YES"
"2013-2014","DOPSC",2,"NO"
"2013-2014","DOPSC",6,"NOT APPLICABLE"
"2013-2014","DOPSC",7,"DON'T KNOW"
"2013-2014","DOPSC",8,"REFUSAL"
"2013-2014","DOPSC",9,"NOT STATED"
"2010-2011","DOPWB",1,"YES"
"2010-2011","DOPWB",2,"NO"
"2010-2011","DOPWB",6,"NOT APPLICABLE"
"2010-2011","DOPWB",7,"DON'T KNOW"
"2010-2011","DOPWB",8,"REFUSAL"
"2010-2011","DOPWB",9,"NOT STATED"
"2010-2011","DOSAC",1,"YES"
"2010-2011","DOSAC",2,"NO"
"2010-2011","DOSAC",6,"NOT APPLICABLE"
"2010-2011","DOSAC",7,"DON'T KNOW"
"2010-2011","DOSAC",8,"REFUSAL"
"2010-2011","DOSAC",9,"NOT STATED"
"2013-2014","DOSAC",1,"YES"
"2013-2014","DOSAC",2,"NO"
"2013-2014","DOSAC",6,"NOT APPLICABLE"
"2013-2014","DOSAC",7,"DON'T KNOW"
"2013-2014","DOSAC",8,"REFUSAL"
"2013-2014","DOSAC",9,"NOT STATED"
"2013-2014","DOSCA",1,"YES"
"2013-2014","DOSCA",2,"NO"
"2013-2014","DOSCA",6,"NOT APPLICABLE"
"2013-2014","DOSCA",7,"DON'T KNOW"
"2013-2014","DOSCA",8,"REFUSAL"
"2013-2014","DOSCA",9,"NOT STATED"
"2010-2011","DOSCH",1,"YES"
"2010-2011","DOSCH",2,"NO"
"2010-2011","DOSCH",6,"NOT APPLICABLE"
"2010-2011","DOSCH",7,"DON'T KNOW"
"2010-2011","DOSCH",8,"REFUSAL"
"2010-2011","DOSCH",9,"NOT STATED"
"2013-2014","DOSCH",1,"YES"
"2013-2014","DOSCH",2,"NO"
"2013-2014","DOSCH",6,"NOT APPLICABLE"
"2013-2014","DOSCH",7,"DON'T KNOW"
"2013-2014","DOSCH",8,"REFUSAL"
"2013-2014","DOSCH",9,"NOT STATED"
"2013-2014","DOSCP",1,"YES"
"2013-2014","DOSCP",2,"NO"
"2013-2014","DOSCP",6,"NOT APPLICABLE"
"2013-2014","DOSCP",7,"DON'T KNOW"
"2013-2014","DOSCP",8,"REFUSAL"
"2013-2014","DOSCP",9,"NOT STATED"
"2010-2011","DOSFE",1,"YES"
"2010-2011","DOSFE",2,"NO"
"2010-2011","DOSFE",6,"NOT APPLICABLE"
"2010-2011","DOSFE",7,"DON'T KNOW"
"2010-2011","DOSFE",8,"REFUSAL"
"2010-2011","DOSFE",9,"NOT STATED"
"2010-2011","DOSFR",1,"YES"
"2010-2011","DOSFR",2,"NO"
"2010-2011","DOSFR",6,"NOT APPLICABLE"
"2010-2011","DOSFR",7,"DON'T KNOW"
"2010-2011","DOSFR",8,"REFUSAL"
"2010-2011","DOSFR",9,"NOT STATED"
"2013-2014","DOSLP",1,"YES"
"2013-2014","DOSLP",2,"NO"
"2013-2014","DOSLP",6,"NOT APPLICABLE"
"2013-2014","DOSLP",7,"DON'T KNOW"
"2013-2014","DOSLP",8,"REFUSAL"
"2013-2014","DOSLP",9,"NOT STATED"
"2010-2011","DOSPC",1,"YES"
"2010-2011","DOSPC",2,"NO"
"2010-2011","DOSPC",6,"NOT APPLICABLE"
"2010-2011","DOSPC",7,"DON'T KNOW"
"2010-2011","DOSPC",8,"REFUSAL"
"2010-2011","DOSPC",9,"NOT STATED"
"2013-2014","DOSPC",1,"YES"
"2013-2014","DOSPC",2,"NO"
"2013-2014","DOSPC",6,"NOT APPLICABLE"
"2013-2014","DOSPC",7,"DON'T KNOW"
"2013-2014","DOSPC",8,"REFUSAL"
"2013-2014","DOSPC",9,"NOT STATED"
"2013-2014","DOSPS",1,"YES"
"2013-2014","DOSPS",2,"NO"
"2013-2014","DOSPS",6,"NOT APPLICABLE"
"2013-2014","DOSPS",7,"DON'T KNOW"
"2013-2014","DOSPS",8,"REFUSAL"
"2013-2014","DOSPS",9,"NOT STATED"
"2010-2011","DOSSA",1,"YES"
"2010-2011","DOSSA",2,"NO"
"2010-2011","DOSSA",6,"NOT APPLICABLE"
"2010-2011","DOSSA",7,"DON'T KNOW"
"2010-2011","DOSSA",8,"REFUSAL"
"2010-2011","DOSSA",9,"NOT STATED"
"2010-2011","DOSSB",1,"YES"
"2010-2011","DOSSB",2,"NO"
"2010-2011","DOSSB",6,"NOT APPLICABLE"
"2010-2011","DOSSB",7,"DON'T KNOW"
"2010-2011","DOSSB",8,"REFUSAL"
"2010-2011","DOSSB",9,"NOT STATED"
"2013-2014","DOSSB",1,"YES"
"2013-2014","DOSSB",2,"NO"
"2013-2014","DOSSB",6,"NOT APPLICABLE"
"2013-2014","DOSSB",7,"DON'T KNOW"
"2013-2014","DOSSB",8,"REFUSAL"
"2013-2014","DOSSB",9,"NOT STATED"
"2010-2011","DOSSU",1,"YES"
"2010-2011","DOSSU",2,"NO"
"2010-2011","DOSSU",6,"NOT APPLICABLE"
"2010-2011","DOSSU",7,"DON'T KNOW"
"2010-2011","DOSSU",8,"REFUSAL"
"2010-2011","DOSSU",9,"NOT STATED"
"2010-2011","DOSUI",1,"YES"
"2010-2011","DOSUI",2,"NO"
"2010-2011","DOSUI",6,"NOT APPLICABLE"
"2010-2011","DOSUI",7,"DON'T KNOW"
"2010-2011","DOSUI",8,"REFUSAL"
"2010-2011","DOSUI",9,"NOT STATED"
"2013-2014","DOSUI",1,"YES"
"2013-2014","DOSUI",2,"NO"
"2013-2014","DOSUI",6,"NOT APPLICABLE"
"2013-2014","DOSUI",7,"DON'T KNOW"
"2013-2014","DOSUI",8,"REFUSAL"
"2013-2014","DOSUI",9,"NOT STATED"
"2010-2011","DOSWL",1,"YES"
"2010-2011","DOSWL",2,"NO"
"2010-2011","DOSWL",6,"NOT APPLICABLE"
"2010-2011","DOSWL",7,"DON'T KNOW"
"2010-2011","DOSWL",8,"REFUSAL"
"2010-2011","DOSWL",9,"NOT STATED"
"2010-2011","DOSXB",1,"YES"
"2010-2011","DOSXB",2,"NO"
"2010-2011","DOSXB",6,"NOT APPLICABLE"
"2010-2011","DOSXB",7,"DON'T KNOW"
"2010-2011","DOSXB",8,"REFUSAL"
"2010-2011","DOSXB",9,"NOT STATED"
"2013-2014","DOSXB",1,"YES"
"2013-2014","DOSXB",2,"NO"
"2013-2014","DOSXB",6,"NOT APPLICABLE"
"2013-2014","DOSXB",7,"DON'T KNOW"
"2013-2014","DOSXB",8,"REFUSAL"
"2013-2014","DOSXB",9,"NOT STATED"
"2010-2011","DOTAL",1,"YES"
"2010-2011","DOTAL",2,"NO"
"2010-2011","DOTAL",6,"NOT APPLICABLE"
"2010-2011","DOTAL",7,"DON'T KNOW"
"2010-2011","DOTAL",8,"REFUSAL"
"2010-2011","DOTAL",9,"NOT STATED"
"2013-2014","DOTAL",1,"YES"
"2013-2014","DOTAL",2,"NO"
"2013-2014","DOTAL",6,"NOT APPLICABLE"
"2013-2014","DOTAL",7,"DON'T KNOW"
"2013-2014","DOTAL",8,"REFUSAL"
"2013-2014","DOTAL",9,"NOT STATED"
"2010-2011","DOUCN",1,"YES"
"2010-2011","DOUCN",2,"NO"
"2010-2011","DOUCN",6,"NOT APPLICABLE"
"2010-2011","DOUCN",7,"DON'T KNOW"
"2010-2011","DOUCN",8,"REFUSAL"
"2010-2011","DOUCN",9,"NOT STATED"
"2013-2014","DOUCN",1,"YES"
"2013-2014","DOUCN",2,"NO"
"2013-2014","DOUCN",6,"NOT APPLICABLE"
"2013-2014","DOUCN",7,"DON'T KNOW"
"2013-2014","DOUCN",8,"REFUSAL"
"2013-2014","DOUCN",9,"NOT STATED"
"2010-2011","DOUPE",1,"YES"
"2010-2011","DOUPE",2,"NO"
"2010-2011","DOUPE",6,"NOT APPLICABLE"
"2010-2011","DOUPE",7,"DON'T KNOW"
"2010-2011","DOUPE",8,"REFUSAL"
"2010-2011","DOUPE",9,"NOT STATED"
"2013-2014","DOUPE",1,"YES"
"2013-2014","DOUPE",2,"NO"
"2013-2014","DOUPE",6,"NOT APPLICABLE"
"2013-2014","DOUPE",7,"DON'T KNOW"
"2013-2014","DOUPE",8,"REFUSAL"
"2013-2014","DOUPE",9,"NOT STATED"
"2010-2011","DOWTM",1,"YES"
"2010-2011","DOWTM",2,"NO"
"2010-2011","DOWTM",6,"NOT APPLICABLE"
"2010-2011","DOWTM",7,"DON'T KNOW"
"2010-2011","DOWTM",8,"REFUSAL"
"2010-2011","DOWTM",9,"NOT STATED"
"2013-2014","DOWTM",1,"YES"
"2013-2014","DOWTM",2,"NO"
"2013-2014","DOWTM",6,"NOT APPLICABLE"
"2013-2014","DOWTM",7,"DON'T KNOW"
"2013-2014","DOWTM",8,"REFUSAL"
"2013-2014","DOWTM",9,"NOT STATED"
"2013-2014","DOYSM",1,"YES"
"2013-2014","DOYSM",2,"NO"
"2013-2014","DOYSM",6,"NOT APPLICABLE"
"2013-2014","DOYSM",7,"DON'T KNOW"
"2013-2014","DOYSM",8,"REFUSAL"
"2013-2014","DOYSM",9,"NOT STATED"
"2010-2011","DPSDMT",1,"JANUARY"
"2010-2011","DPSDMT",2,"FEBRUARY"
"2010-2011","DPSDMT",3,"MARCH"
"2010-2011","DPSDMT",4,"APRIL"
"2010-2011","DPSDMT",5,"MAY"
"2010-2011","DPSDMT",6,"JUNE"
"2010-2011","DPSDMT",7,"JULY"
"2010-2011","DPSDMT",8,"AUGUST"
"2010-2011","DPSDMT",9,"SEPTEMBER"
"2010-2011","DPSDMT",10,"OCTOBER"
"2010-2011","DPSDMT",11,"NOVEMBER"
"2010-2011","DPSDMT",12,"DECEMBER"
"2010-2011","DPSDMT",96,"NOT APPLICABLE"
"2010-2011","DPSDMT",97,"DON'T KNOW"
"2010-2011","DPSDMT",98,"REFUSAL"
"2010-2011","DPSDMT",99,"NOT STATED"
"2013-2014","DPSDMT",1,"JANUARY"
"2013-2014","DPSDMT",2,"FEBRUARY"
"2013-2014","DPSDMT",3,"MARCH"
"2013-2014","DPSDMT",4,"APRIL"
"2013-2014","DPSDMT",5,"MAY"
"2013-2014","DPSDMT",6,"JUNE"
"2013-2014","DPSDMT",7,"JULY"
"2013-2014","DPSDMT",8,"AUGUST"
"2013-2014","DPSDMT",9,"SEPTEMBER"
"2013-2014","DPSDMT",10,"OCTOBER"
"2013-2014","DPSDMT",11,"NOVEMBER"
"2013-2014","DPSDMT",12,"DECEMBER"
"2013-2014","DPSDMT",96,"NOT APPLICABLE"
"2013-2014","DPSDMT",97,"DON'T KNOW"
"2013-2014","DPSDMT",98,"REFUSAL"
"2013-2014","DPSDMT",99,"NOT STATED"
"2013-2014","DPSDPP",0,"0.00"
"2013-2014","DPSDPP",0.05,"0.05"
"2013-2014","DPSDPP",0.25,"0.25"
"2013-2014","DPSDPP",0.5,"0.50"
"2013-2014","DPSDPP",0.8,"0.80"
"2013-2014","DPSDPP",0.9,"0.90"
"2013-2014","DPSDPP",9.96,"NOT APPLICABLE"
"2013-2014","DPSDPP",9.97,"DON'T KNOW"
"2013-2014","DPSDPP",9.98,"REFUSAL"
"2013-2014","DPSDPP",9.99,"NOT STATED"
"2010-2011","DPSDSF",96,"NOT APPLICABLE"
"2010-2011","DPSDSF",97,"DON'T KNOW"
"2010-2011","DPSDSF",98,"REFUSAL"
"2010-2011","DPSDSF",99,"NOT STATED"
"2013-2014","DPSDSF",96,"NOT APPLICABLE"
"2013-2014","DPSDSF",97,"DON'T KNOW"
"2013-2014","DPSDSF",98,"REFUSAL"
"2013-2014","DPSDSF",99,"NOT STATED"
"2010-2011","DPSDWK",96,"NOT APPLICABLE"
"2010-2011","DPSDWK",97,"DON'T KNOW"
"2010-2011","DPSDWK",98,"REFUSAL"
"2010-2011","DPSDWK",99,"NOT STATED"
"2013-2014","DPSDWK",96,"NOT APPLICABLE"
"2013-2014","DPSDWK",97,"DON'T KNOW"
"2013-2014","DPSDWK",98,"REFUSAL"
"2013-2014","DPSDWK",99,"NOT STATED"
"2010-2011","DPS_02",1,"YES"
"2010-2011","DPS_02",2,"NO"
"2010-2011","DPS_02",6,"NOT APPLICABLE"
"2010-2011","DPS_02",7,"DON'T KNOW"
"2010-2011","DPS_02",8,"REFUSAL"
"2010-2011","DPS_02",9,"NOT STATED"
"2010-2011","DPS_03",1,"ALL DAY LONG"
"2010-2011","DPS_03",2,"MOST OF THE DAY"
"2010-2011","DPS_03",3,"ABOUT HALF/DAY"
"2010-2011","DPS_03",4,"LESS HALF/DAY"
"2010-2011","DPS_03",6,"NOT APPLICABLE"
"2010-2011","DPS_03",7,"DON'T KNOW"
"2010-2011","DPS_03",8,"REFUSAL"
"2010-2011","DPS_03",9,"NOT STATED"
"2010-2011","DPS_04",1,"EVERY DAY"
"2010-2011","DPS_04",2,"ALMOST EVERY DAY"
"2010-2011","DPS_04",3,"LESS OFTEN"
"2010-2011","DPS_04",6,"NOT APPLICABLE"
"2010-2011","DPS_04",7,"DON'T KNOW"
"2010-2011","DPS_04",8,"REFUSAL"
"2010-2011","DPS_04",9,"NOT STATED"
"2010-2011","DPS_05",1,"YES"
"2010-2011","DPS_05",2,"NO"
"2010-2011","DPS_05",6,"NOT APPLICABLE"
"2010-2011","DPS_05",7,"DON'T KNOW"
"2010-2011","DPS_05",8,"REFUSAL"
"2010-2011","DPS_05",9,"NOT STATED"
"2010-2011","DPS_06",1,"YES"
"2010-2011","DPS_06",2,"NO"
"2010-2011","DPS_06",6,"NOT APPLICABLE"
"2010-2011","DPS_06",7,"DON'T KNOW"
"2010-2011","DPS_06",8,"REFUSAL"
"2010-2011","DPS_06",9,"NOT STATED"
"2010-2011","DPS_07",1,"GAINED WEIGHT"
"2010-2011","DPS_07",2,"LOST WEIGHT"
"2010-2011","DPS_07",3,"STAYED SAME"
"2010-2011","DPS_07",4,"WAS ON A DIET"
"2010-2011","DPS_07",6,"NOT APPLICABLE"
"2010-2011","DPS_07",7,"DON'T KNOW"
"2010-2011","DPS_07",8,"REFUSAL"
"2010-2011","DPS_07",9,"NOT STATED"
"2010-2011","DPS_08A",996,"NOT APPLICABLE"
"2010-2011","DPS_08A",997,"DON'T KNOW"
"2010-2011","DPS_08A",998,"REFUSAL"
"2010-2011","DPS_08A",999,"NOT STATED"
"2010-2011","DPS_08B",1,"POUNDS"
"2010-2011","DPS_08B",2,"KILOGRAMS"
"2010-2011","DPS_08B",6,"NOT APPLICABLE"
"2010-2011","DPS_08B",7,"DON'T KNOW"
"2010-2011","DPS_08B",8,"REFUSAL"
"2010-2011","DPS_08B",9,"NOT STATED"
"2010-2011","DPS_09",1,"YES"
"2010-2011","DPS_09",2,"NO"
"2010-2011","DPS_09",6,"NOT APPLICABLE"
"2010-2011","DPS_09",7,"DON'T KNOW"
"2010-2011","DPS_09",8,"REFUSAL"
"2010-2011","DPS_09",9,"NOT STATED"
"2010-2011","DPS_10",1,"EVERY NIGHT"
"2010-2011","DPS_10",2,"NEARLY EVERY"
"2010-2011","DPS_10",3,"LESS OFTEN"
"2010-2011","DPS_10",6,"NOT APPLICABLE"
"2010-2011","DPS_10",7,"DON'T KNOW"
"2010-2011","DPS_10",8,"REFUSAL"
"2010-2011","DPS_10",9,"NOT STATED"
"2010-2011","DPS_11",1,"YES"
"2010-2011","DPS_11",2,"NO"
"2010-2011","DPS_11",6,"NOT APPLICABLE"
"2010-2011","DPS_11",7,"DON'T KNOW"
"2010-2011","DPS_11",8,"REFUSAL"
"2010-2011","DPS_11",9,"NOT STATED"
"2010-2011","DPS_12",1,"YES"
"2010-2011","DPS_12",2,"NO"
"2010-2011","DPS_12",6,"NOT APPLICABLE"
"2010-2011","DPS_12",7,"DON'T KNOW"
"2010-2011","DPS_12",8,"REFUSAL"
"2010-2011","DPS_12",9,"NOT STATED"
"2010-2011","DPS_13",1,"YES"
"2010-2011","DPS_13",2,"NO"
"2010-2011","DPS_13",6,"NOT APPLICABLE"
"2010-2011","DPS_13",7,"DON'T KNOW"
"2010-2011","DPS_13",8,"REFUSAL"
"2010-2011","DPS_13",9,"NOT STATED"
"2010-2011","DPS_14",96,"NOT APPLICABLE"
"2010-2011","DPS_14",97,"DON'T KNOW"
"2010-2011","DPS_14",98,"REFUSAL"
"2010-2011","DPS_14",99,"NOT STATED"
"2010-2011","DPS_15",1,"JANUARY"
"2010-2011","DPS_15",2,"FEBRUARY"
"2010-2011","DPS_15",3,"MARCH"
"2010-2011","DPS_15",4,"APRIL"
"2010-2011","DPS_15",5,"MAY"
"2010-2011","DPS_15",6,"JUNE"
"2010-2011","DPS_15",7,"JULY"
"2010-2011","DPS_15",8,"AUGUST"
"2010-2011","DPS_15",9,"SEPTEMBER"
"2010-2011","DPS_15",10,"OCTOBER"
"2010-2011","DPS_15",11,"NOVEMBER"
"2010-2011","DPS_15",12,"DECEMBER"
"2010-2011","DPS_15",96,"NOT APPLICABLE"
"2010-2011","DPS_15",97,"DON'T KNOW"
"2010-2011","DPS_15",98,"REFUSAL"
"2010-2011","DPS_15",99,"NOT STATED"
"2010-2011","DPS_16",1,"YES"
"2010-2011","DPS_16",2,"NO"
"2010-2011","DPS_16",6,"NOT APPLICABLE"
"2010-2011","DPS_16",7,"DON'T KNOW"
"2010-2011","DPS_16",8,"REFUSAL"
"2010-2011","DPS_16",9,"NOT STATED"
"2010-2011","DPS_17",1,"ALL DAY LONG"
"2010-2011","DPS_17",2,"MOST OF THE DAY"
"2010-2011","DPS_17",3,"ABOUT HALF/DAY"
"2010-2011","DPS_17",4,"LESS HALF/DAY"
"2010-2011","DPS_17",6,"NOT APPLICABLE"
"2010-2011","DPS_17",7,"DON'T KNOW"
"2010-2011","DPS_17",8,"REFUSAL"
"2010-2011","DPS_17",9,"NOT STATED"
"2010-2011","DPS_18",1,"EVERY DAY"
"2010-2011","DPS_18",2,"ALMOST EVERY DAY"
"2010-2011","DPS_18",3,"LESS OFTEN"
"2010-2011","DPS_18",6,"NOT APPLICABLE"
"2010-2011","DPS_18",7,"DON'T KNOW"
"2010-2011","DPS_18",8,"REFUSAL"
"2010-2011","DPS_18",9,"NOT STATED"
"2010-2011","DPS_19",1,"YES"
"2010-2011","DPS_19",2,"NO"
"2010-2011","DPS_19",6,"NOT APPLICABLE"
"2010-2011","DPS_19",7,"DON'T KNOW"
"2010-2011","DPS_19",8,"REFUSAL"
"2010-2011","DPS_19",9,"NOT STATED"
"2010-2011","DPS_20",1,"GAINED WEIGHT"
"2010-2011","DPS_20",2,"LOST WEIGHT"
"2010-2011","DPS_20",3,"STAYED SAME"
"2010-2011","DPS_20",4,"WAS ON A DIET"
"2010-2011","DPS_20",6,"NOT APPLICABLE"
"2010-2011","DPS_20",7,"DON'T KNOW"
"2010-2011","DPS_20",8,"REFUSAL"
"2010-2011","DPS_20",9,"NOT STATED"
"2010-2011","DPS_21A",996,"NOT APPLICABLE"
"2010-2011","DPS_21A",997,"DON'T KNOW"
"2010-2011","DPS_21A",998,"REFUSAL"
"2010-2011","DPS_21A",999,"NOT STATED"
"2010-2011","DPS_21B",1,"POUNDS"
"2010-2011","DPS_21B",2,"KILOGRAMS"
"2010-2011","DPS_21B",6,"NOT APPLICABLE"
"2010-2011","DPS_21B",7,"DON'T KNOW"
"2010-2011","DPS_21B",8,"REFUSAL"
"2010-2011","DPS_21B",9,"NOT STATED"
"2010-2011","DPS_22",1,"YES"
"2010-2011","DPS_22",2,"NO"
"2010-2011","DPS_22",6,"NOT APPLICABLE"
"2010-2011","DPS_22",7,"DON'T KNOW"
"2010-2011","DPS_22",8,"REFUSAL"
"2010-2011","DPS_22",9,"NOT STATED"
"2010-2011","DPS_23",1,"EVERY NIGHT"
"2010-2011","DPS_23",2,"NEARLY EVERY"
"2010-2011","DPS_23",3,"LESS OFTEN"
"2010-2011","DPS_23",6,"NOT APPLICABLE"
"2010-2011","DPS_23",7,"DON'T KNOW"
"2010-2011","DPS_23",8,"REFUSAL"
"2010-2011","DPS_23",9,"NOT STATED"
"2010-2011","DPS_24",1,"YES"
"2010-2011","DPS_24",2,"NO"
"2010-2011","DPS_24",6,"NOT APPLICABLE"
"2010-2011","DPS_24",7,"DON'T KNOW"
"2010-2011","DPS_24",8,"REFUSAL"
"2010-2011","DPS_24",9,"NOT STATED"
"2010-2011","DPS_25",1,"YES"
"2010-2011","DPS_25",2,"NO"
"2010-2011","DPS_25",6,"NOT APPLICABLE"
"2010-2011","DPS_25",7,"DON'T KNOW"
"2010-2011","DPS_25",8,"REFUSAL"
"2010-2011","DPS_25",9,"NOT STATED"
"2010-2011","DPS_26",1,"YES"
"2010-2011","DPS_26",2,"NO"
"2010-2011","DPS_26",6,"NOT APPLICABLE"
"2010-2011","DPS_26",7,"DON'T KNOW"
"2010-2011","DPS_26",8,"REFUSAL"
"2010-2011","DPS_26",9,"NOT STATED"
"2010-2011","DPS_27",96,"NOT APPLICABLE"
"2010-2011","DPS_27",97,"DON'T KNOW"
"2010-2011","DPS_27",98,"REFUSAL"
"2010-2011","DPS_27",99,"NOT STATED"
"2010-2011","DPS_28",1,"JANUARY"
"2010-2011","DPS_28",2,"FEBRUARY"
"2010-2011","DPS_28",3,"MARCH"
"2010-2011","DPS_28",4,"APRIL"
"2010-2011","DPS_28",5,"MAY"
"2010-2011","DPS_28",6,"JUNE"
"2010-2011","DPS_28",7,"JULY"
"2010-2011","DPS_28",8,"AUGUST"
"2010-2011","DPS_28",9,"SEPTEMBER"
"2010-2011","DPS_28",10,"OCTOBER"
"2010-2011","DPS_28",11,"NOVEMBER"
"2010-2011","DPS_28",12,"DECEMBER"
"2010-2011","DPS_28",96,"NOT APPLICABLE"
